title,artist,year,genre
There Are Such Things,Tommy Dorsey and His Orchestra,1942.0,rnb
White Christmas,Bing Crosby,1942.0,rnb
I Had the Craziest Dream,Harry James and His Orchestra,1942.0,rnb
Mr. Five by Five,Freddie Slack and His Orchestra,1942.0,rnb
Trav'lin' Light,Paul Whiteman & His Orchestra,1942.0,rnb
When the Lights Go On Again (All Over the World),Lucky Millinder and His Orchestra,1942.0,rnb
Cow-Cow Boogie,Freddie Slack and His Orchestra,1942.0,rnb
Brazil (Aquarela Do Brasil),Jimmy Dorsey and His Orchestra,1942.0,rnb
Stormy Monday Blues,Earl Hines and His Orchestra,1942.0,rnb
Take It and Git,Andy Kirk and His Clouds of Joy,1942.0,rnb
What's the Use of Getting Sober (When You Gonna Get Drunk Again),Louis Jordan,1942.0,rnb
That Ain't Right,The King Cole Trio,1942.0,rnb
I'm Gonna Leave You on The Outskirts Of Town,Louis Jordan & His Tympany Five,1942.0,rnb
Ev'ry Night About This Time,The Ink Spots,1942.0,rnb
The Jitterbug Waltz,Fats Waller,1942.0,rnb
See See Rider Blues,Bea Booze,1942.0,rnb
C Blue,Barney Bigard,1942.0,rnb
Let Me Play with Your Poodle,Tampa Red,1942.0,rnb
Bicycle Bounce,Erskine Hawkins and His Orchestra,1942.0,rnb
Just Kiddin' Around,Artie Shaw and His Orchestra,1942.0,rnb
Let's Be Friends,Lil Green,1942.0,rnb
Praise the Lord and Pass the Ammunition,The Southern Sons,1942.0,rnb
It Had to Be You,Jimmie Lunceford and His Orchestra,1942.0,rnb
This Is Worth Fighting For,The Ink Spots,1942.0,rnb
Things Ain't What They Used to Be,Charlie Barnet and His Orchestra,1942.0,rnb
"Hayfoot, Strawfoot",Duke Ellington,1942.0,rnb
Just as Though You Were Here,The Ink Spots,1942.0,rnb
See See Rider Blues,Bea Booze,1943.0,rnb
You'll Never Know,Dick Haymes,1943.0,rnb
My Heart Tells Me (Should I Believe My Heart?),Glen Gray and the Casa Loma Orchestra,1943.0,rnb
Don't Get Around Much Anymore,The Ink Spots,1943.0,rnb
I've Heard That Song Before,Harry James and His Orchestra,1943.0,rnb
"Don't Cry, Baby",Erskine Hawkins and His Orchestra,1943.0,rnb
Paper Doll,The Mills Brothers,1943.0,rnb
Sweet Slumber,Lucky Millinder & His Orchestra,1943.0,rnb
Shoo-Shoo Baby,Ella Mae Morse,1943.0,rnb
Don't Get Around Much Anymore (Never No Lament),Duke Ellington,1943.0,rnb
I Can't Stand Losing You,The Ink Spots,1943.0,rnb
What's The Use Of Getting Sober (When You Gonna Get Drunk Again),Louis Jordan & His Tympany Five,1943.0,rnb
All for You,The King Cole Trio,1943.0,rnb
That Ain't Right,The King Cole Trio,1943.0,rnb
Apollo Jump,Lucky Millinder and His Orchestra,1943.0,rnb
"Sunday, Monday or Always",Bing Crosby,1943.0,rnb
It Started All Over Again,Tommy Dorsey and His Orchestra,1943.0,rnb
I'll Be Home for Christmas (If Only in My Dreams),Bing Crosby,1943.0,rnb
Sentimental Lady,Duke Ellington,1943.0,rnb
There Are Such Things,Tommy Dorsey Orchestra,1943.0,rnb
A Slip of the Lip (Can Sink a Ship),Duke Ellington,1943.0,rnb
Pistol Packin' Mama,Al Dexter,1943.0,rnb
That Old Black Magic,Charlie Barnet and His Orchestra,1943.0,rnb
It Can't Be Wrong,Dick Haymes,1943.0,rnb
Let's Beat Out Some Love,Buddy Johnson & His Orchestra,1943.0,rnb
Riffette,Freddie Slack and His Orchestra,1943.0,rnb
Oh! Miss Jaxon,Charlie Barnet and His Orchestra,1943.0,rnb
Why Don't You Do Right,Benny Goodman and His Orchestra,1943.0,rnb
Baby Don't You Cry,Buddy Johnson & His Orchestra,1943.0,rnb
Five Guys Named Moe,Louis Jordan,1943.0,rnb
I Had The Craziest Dream,Harry James & His Orchestra,1943.0,rnb
All or Nothing at All,Frank Sinatra and Harry James,1943.0,rnb
Don't Stop Now,Bonnie Davis,1943.0,rnb
Boogie Woogie,Tommy Dorsey and His Orchestra,1943.0,rnb
As Time Goes By,Jacques Renard and His Orchestra,1943.0,rnb
Hey Lawdy Mama (Meet Me in the Bottom),Andy Kirk and His Clouds of Joy,1943.0,rnb
Please Be Careful (If You Can't Be Good),Boone's Jumpin' Jacks,1943.0,rnb
Taking a Chance on Love,Benny Goodman and His Orchestra,1943.0,rnb
Let Me Play With Your Poodle,Tampa Red,1943.0,rnb
From Twilight 'Till Dawn,Ceelle Burke and His Orchestra,1943.0,rnb
In the Blue of Evening,Tommy Dorsey and His Orchestra,1943.0,rnb
Washington Whirligig,Charlie Barnet & His Orchestra,1943.0,rnb
Rusty Dusty Blues,Count Basie,1943.0,rnb
I Heard You Cried Last Night (And So Did I),Dick Haymes,1943.0,rnb
Velvet Moon,Harry James and His Orchestra,1943.0,rnb
Bicycle Bounce,Erskine Hawkins,1943.0,rnb
Brazil (Aquarela Do Brasil),Jimmy Dorsey Orchestra,1943.0,rnb
Cow-Cow Boogie,Freddie Slack & His Orchestra,1943.0,rnb
Flying Home,Lionel Hampton and His Orchestra,1943.0,rnb
Rhapsody in Blue,The Glenn Miller Orchestra,1943.0,rnb
You'd Be So Nice to Come Home To,Dinah Shore,1943.0,rnb
My Heart And I Decided,Ella Fitzgerald,1943.0,rnb
Get Me on Your Mind,Jay McShann and His Orchestra,1943.0,rnb
Things Ain't What They Used To Be,Charlie Barnet & His Orchestra,1943.0,rnb
That'll Just 'Bout Knock Me Out,Louis Jordan,1943.0,rnb
After Hours,Erskine Hawkins & His Orchestra,1943.0,rnb
Rubber Bounce,Sonny Boy Williams and His Orchestra,1943.0,rnb
Flash,Harry James and His Orchestra,1943.0,rnb
If I Cared a Little Bit Less (And You Cared a Little Bit More),The Ink Spots,1943.0,rnb
The Chicks I Pick Are Slender and Tender and Tall,Louis Jordan,1943.0,rnb
Into Each Life Some Rain Must Fall,The Ink Spots and Ella Fitzgerald,1944.0,rnb
I'm Making Believe,The Ink Spots and Ella Fitzgerald,1944.0,rnb
Straighten Up and Fly Right,The King Cole Trio,1944.0,rnb
Don't Fence Me In,Bing Crosby and the Andrews Sisters,1944.0,rnb
Till Then,The Mills Brothers,1944.0,rnb
Is You Is or Is You Ain't (Ma' Baby),Louis Jordan,1944.0,rnb
Ration Blues,Louis Jordan,1944.0,rnb
Cow-Cow Boogie (Cuma-Ti-Yi-Yi-Ay),Ink Spots & Ella Fitzgerald,1944.0,rnb
G.I. Jive,Louis Jordan,1944.0,rnb
When My Man Comes Home,Buddy Johnson,1944.0,rnb
Hamp's Boogie Woogie,Lionel Hampton and His Orchestra,1944.0,rnb
You Always Hurt the One You Love,The Mills Brothers,1944.0,rnb
"Gee, Baby, Ain't I Good to You",The King Cole Trio,1944.0,rnb
Main Stem,Duke Ellington,1944.0,rnb
Do Nothin' Till You Hear from Me,Duke Ellington,1944.0,rnb
Red Blues,Cootie Williams,1944.0,rnb
"I've Learned A Lesson, I'll Never Forget",5 Red Caps,1944.0,rnb
Sweet Slumber,Lucky Millinder and His Orchestra,1944.0,rnb
Solo Flight,Benny Goodman and His Orchestra,1944.0,rnb
I'll Get by (As Long As I Have You),The Ink Spots,1944.0,rnb
"I Learned a Lesson, I'll Never Forget",5 Red Caps,1944.0,rnb
I Can't See for Lookin',The King Cole Trio,1944.0,rnb
"Hurry, Hurry!",Benny Carter and His Orchestra,1944.0,rnb
I'm Lost,Benny Carter and His Orchestra,1944.0,rnb
It Must Be Jelly ('Cause Jam Don't Shake Like That),The Glenn Miller Orchestra,1944.0,rnb
I Stay in the Mood for You,Billy Eckstine,1944.0,rnb
Don't Believe Everything You Dream,The Ink Spots,1944.0,rnb
My Little Brown Book,Duke Ellington,1944.0,rnb
White Christmas,Bing Crosby,1944.0,rnb
Poinciana (Song of the Tree),Benny Carter and His Orchestra,1944.0,rnb
Cherry,Harry James and His Orchestra,1944.0,rnb
Body and Soul,Coleman Hawkins and His Orchestra,1944.0,rnb
I'll Walk Alone,Dinah Shore,1944.0,rnb
I'll Be Home For Christmas (If Only In My Dreams),Bing Crosby,1944.0,rnb
I'll Walk Alone,Louis Prima,1944.0,rnb
When They Ask About You,Jimmy Dorsey and His Orchestra,1944.0,rnb
It's Only a Paper Moon,The King Cole Trio,1944.0,rnb
Sometimes I'm Happy,Lester Young Quartet,1944.0,rnb
I Wonder,Pvt. Cecil Gant,1944.0,rnb
Jump Town,Harry James and His Orchestra,1944.0,rnb
Someone,Duke Ellington,1944.0,rnb
I Realize Now,The King Cole Trio,1944.0,rnb
"Is You Is, or Is You Ain't",Cootie Williams,1944.0,rnb
I Don't Mind,Duke Ellington,1944.0,rnb
"Just You, Just Me",Lester Young Quartet,1944.0,rnb
Evil Gal Blues,Dinah Washington,1944.0,rnb
The White Cliffs of Dover,Louis Prima,1944.0,rnb
Just for You,5 Red Caps,1944.0,rnb
Lester Leaps Again,Lester Young Quartet,1944.0,rnb
My Heart Tells Me (Should I Believe My Heart?),Glen Gray & The Casa Loma Orchestra,1944.0,rnb
Boogie Woogie Ball,5 Red Caps,1944.0,rnb
No One Else Will Do,5 Red Caps,1944.0,rnb
Going Out the Back Way,Johnny Hodges and His Orchestra,1944.0,rnb
On the Sunny Side of the Street,Lionel Hampton and His Orchestra,1944.0,rnb
Just One More Chance,Cozy Cole Coleman Hawkins,1944.0,rnb
Salty Papa Blues,Dinah Washington,1944.0,rnb
Who Threw the Whiskey in the Well,Lucky Millinder and His Orchestra,1945.0,rnb
Tippin' In,Erskine Hawkins and His Orchestra,1945.0,rnb
The Honeydripper (Parts 1 & 2),Joe Liggins and His Honeydrippers,1945.0,rnb
Caldonia,Louis Jordan,1945.0,rnb
You Can't Get That No More,Louis Jordan,1945.0,rnb
Mop! Mop!,Louis Jordan,1945.0,rnb
Somebody's Gotta Go,Cootie Williams,1945.0,rnb
That's the Stuff You Gotta Watch,Buddy Johnson,1945.0,rnb
Rum and Coca-Cola,The Andrews Sisters,1945.0,rnb
Strange Things Happening Every Day,Sister Rosetta Tharpe,1945.0,rnb
I'm Making Believe,Ink Spots & Ella Fitzgerald,1945.0,rnb
Beulah's Boogie,Lionel Hampton and His Orchestra,1945.0,rnb
The Honeydripper,Jimmie Lunceford and His Orchestra,1945.0,rnb
I'm a Shy Guy,The King Cole Trio,1945.0,rnb
A Cottage for Sale,Billy Eckstine,1945.0,rnb
Left a Good Deal in Mobile,Herb Jeffries,1945.0,rnb
It's Only a Paper Moon,Delta Rhythm Boys,1945.0,rnb
I Wish,The Mills Brothers,1945.0,rnb
Ac-Cent-Tchu-Ate the Positive,Johnny Mercer,1945.0,rnb
Somebody Done Changed the Lock on My Door,Louis Jordan,1945.0,rnb
I'm Beginning to See the Light,Duke Ellington,1945.0,rnb
Jimmy's Blues,Count Basie,1945.0,rnb
Rock Me Mamma,Arthur Big Boy Crudup,1945.0,rnb
S.K. Blues (Part I),Joe Turner,1945.0,rnb
I Wonder,Roosevelt Sykes and His Piano,1945.0,rnb
Be-Baba-Leba,Helen Humes,1945.0,rnb
Put Another Chair at the Table,The Mills Brothers,1945.0,rnb
Blues at Sunrise,Ivory Joe Hunter,1945.0,rnb
If You Can't Smile and Say Yes,The King Cole Trio,1945.0,rnb
Keep Your Arms Around Me,Arthur Big Boy Crudup,1945.0,rnb
Last Night (And Now Tonight Again),Billy Eckstine,1945.0,rnb
Daddy-Daddy,Savannah Churchill,1945.0,rnb
I Ain't Got Nothin' But the Blues,Duke Ellington,1945.0,rnb
I'm Tired,Pvt. Cecil Gant,1945.0,rnb
Lonesome Lover Blues,Billy Eckstine,1945.0,rnb
Things Have Changed,Big Maceo,1945.0,rnb
Fifteen Years (And I'm Still Serving Time),Erskine Hawkins and His Orchestra,1945.0,rnb
Cecil Boogie,Pvt. Cecil Gant,1945.0,rnb
Detroit Blues,Tampa Red,1945.0,rnb
"Lover Man (Oh, Where Can You Be?)",Billie Holiday,1945.0,rnb
Who's Been Foolin' You,Arthur Big Boy Crudup,1945.0,rnb
Red Bank Boogie,Count Basie,1945.0,rnb
I'll Live True to You,Tab Smith,1945.0,rnb
The Grass Is Getting Greener,Pvt. Cecil Gant,1945.0,rnb
Salty Papa Blues,Dinah Washington,1945.0,rnb
The White Cliffs Of Dover,Louis Prima & His Orchestra,1945.0,rnb
Don't Fence Me In,Bing Crosby & The Andrew Sisters,1945.0,rnb
Don't You Know I Care (Or Don't You Care to Know),Duke Ellington,1945.0,rnb
Robin Hood,Louis Prima & His Orchestra,1945.0,rnb
Choo Choo Ch'Boogie,Louis Jordan & His Tympany Five,1946.0,rnb
The Gypsy,The Ink Spots,1946.0,rnb
Hey! Ba-Ba-Re-Bop,Lionel Hampton and His Orchestra,1946.0,rnb
Stone Cold Dead in the Market (He Had It Coming),Louis Jordan and Ella Fitzgerald,1946.0,rnb
Buzz Me,Louis Jordan,1946.0,rnb
Got a Right to Cry,Joe Liggins and His Honeydrippers,1946.0,rnb
I Know,Andy Kirk and His Clouds of Joy,1946.0,rnb
Don't Worry 'Bout That Mule,Louis Jordan,1946.0,rnb
(I Love You) For Sentimental Reasons,The King Cole Trio,1946.0,rnb
"Salt Pork, West Virginia",Louis Jordan,1946.0,rnb
The Christmas Song (Merry Christmas to You),The King Cole Trio,1946.0,rnb
(Get Your Kicks On) Route 66,The King Cole Trio,1946.0,rnb
"Beware (Brother, Beware)",Louis Jordan & His Tympany Five,1946.0,rnb
R. M. Blues,Roy Milton and His Solid Senders,1946.0,rnb
Reconversion Blues,Louis Jordan,1946.0,rnb
To Each His Own,The Ink Spots,1946.0,rnb
"Don't Be a Baby, Baby",The Mills Brothers,1946.0,rnb
Ain't That Just Like a Woman (They'll Do It Every Time),Louis Jordan,1946.0,rnb
Driftin' Blues,Johnny Moore's Three Blazers,1946.0,rnb
I've Got a Right to Cry,Erskine Hawkins and His Orchestra,1946.0,rnb
Playful Baby,Wynonie Harris,1946.0,rnb
Prisoner of Love,Billy Eckstine,1946.0,rnb
Just a-Sittin' and a-Rockin',Delta Rhythm Boys,1946.0,rnb
That Chick's Too Young to Fry,Louis Jordan,1946.0,rnb
Tanya,Joe Liggins and His Honeydrippers,1946.0,rnb
You Call It Madness but I Call It Love,Billy Eckstine,1946.0,rnb
Let the Good Times Roll,Louis Jordan,1946.0,rnb
The Very Thought of You,Luis Russell and His Orchestra,1946.0,rnb
Gotta Gimmie Whatcha Got,Julia Lee & Her Boyfriends,1946.0,rnb
Sunny Road,Roosevelt Sykes and His Piano,1946.0,rnb
So Glad You're Mine,Arthur Big Boy Crudup,1946.0,rnb
The Darktown Poker Club,Phil Harris,1946.0,rnb
Don't Let the Sun Catch You Cryin',Louis Jordan,1946.0,rnb
The Honeydripper,Cab Calloway,1946.0,rnb
I Cover the Waterfront,The Cats 'N Jammer Three,1946.0,rnb
After Hours,Erskine Hawkins and His Orchestra,1946.0,rnb
Prisoner of Love,The Ink Spots,1946.0,rnb
Petootie Pie,Louis Jordan and Ella Fitzgerald,1946.0,rnb
"Come to Baby, Do!",The King Cole Trio,1946.0,rnb
Cement Mixer (Put-Ti-Put-Ti),Slim Gaillard Trio,1946.0,rnb
Wynonie's Blues,Wynonie Harris,1946.0,rnb
Voo-It! Voo-It!,The Blues Woman,1946.0,rnb
I Know Who Threw the Whiskey (In the Well),Bull Moose Jackson,1946.0,rnb
The Frim Fram Sauce,Ella Fitzgerald and Louis Armstrong,1946.0,rnb
Shorty's Got to Go,Lucky Millinder and His Orchestra,1946.0,rnb
Ethel Mae,Arthur Big Boy Crudup,1946.0,rnb
So Long,Johnny Moore's Three Blazers,1946.0,rnb
Milton's Boogie,Roy Milton and His Solid Senders,1946.0,rnb
Fan It,Woody Herman and His Orchestra,1946.0,rnb
Fifteen Years (And I'm Still Serving Time),Pearl Bailey,1946.0,rnb
Sneakin' Out,Erskine Hawkins and His Orchestra,1946.0,rnb
Blue Flame,Lennie Lewis and His Orchestra,1946.0,rnb
I Don't Know What I'd Do without You,Andy Kirk and His Clouds of Joy,1946.0,rnb
Port Wine,The Cats 'N Jammer Three,1946.0,rnb
They All Say I'm the Biggest Fool,Buddy Johnson,1946.0,rnb
My Gal's a Jockey,Joe Turner,1946.0,rnb
Ain't Nobody Here but Us Chickens,Louis Jordan,1947.0,rnb
Boogie Woogie Blue Plate,Louis Jordan,1947.0,rnb
"Jack, You're Dead",Louis Jordan,1947.0,rnb
(Opportunity Knocks But Once) Snatch And Grab It,Julia Lee and Her Boy Friends,1947.0,rnb
Let The Good Times Roll,Louis Jordan & His Tympany Five,1947.0,rnb
Texas and Pacific,Louis Jordan,1947.0,rnb
Old Maid Boogie,Eddie Vinson and His Orchestra,1947.0,rnb
He's a Real Gone Guy,Nellie Lutcher and Her Rhythm,1947.0,rnb
"Open the Door, Richard!",Count Basie,1947.0,rnb
Across the Alley from the Alamo,The Mills Brothers,1947.0,rnb
"Open the Door, Richard! (Parts 1 & 2)",Dusty Fletcher,1947.0,rnb
New Orleans Blues,Johnny Moore's Three Blazers,1947.0,rnb
Hurry On Down,Nellie Lutcher and Her Rhythm,1947.0,rnb
"Open the Door, Richard",The Three Flames,1947.0,rnb
Hawk's Boogie,Erskine Hawkins and His Orchestra,1947.0,rnb
Since I Fell for You,Annie Laurie and Paul Gayten and His Orchestra,1947.0,rnb
Early in the Mornin',Louis Jordan,1947.0,rnb
I Know What You're Puttin' Down,Louis Jordan,1947.0,rnb
That's My Desire,Frankie Laine,1947.0,rnb
Don't You Think I Oughta Know,Bill Johnson,1947.0,rnb
Meet Me at No Special Place (And I'll Be There at No Particular Time),The King Cole Trio,1947.0,rnb
I Want to Be Loved (But Only by You),Savannah Churchill,1947.0,rnb
"Merry Christmas, Baby",Johnny Moore's Three Blazers,1947.0,rnb
Red Top,Gene Ammons and His Sextet,1947.0,rnb
Blow Mr. Jackson,Joe Liggins and His Honeydrippers,1947.0,rnb
Bobby Sox Blues,T-Bone Walker,1947.0,rnb
Fool That I Am,Floyd Hunt Quartette,1947.0,rnb
True Blues,Roy Milton and His Solid Senders,1947.0,rnb
Shake The Boogie,Sonny Boy Williamson,1947.0,rnb
Look Out,Louis Jordan,1947.0,rnb
Blow-Top Blues,Lionel Hampton and His Orchestra,1947.0,rnb
Changeable Woman Blues,Johnny Moore's Three Blazers,1947.0,rnb
Dream Dream Dream,The Mills Brothers,1947.0,rnb
Swanee River Boogie,Albert Ammons,1947.0,rnb
I Like 'Em Fat Like That,Louis Jordan,1947.0,rnb
Ask Anyone Who Knows,The Ink Spots,1947.0,rnb
Thrill Me,Roy Milton and His Solid Senders,1947.0,rnb
I'll Get Along Somehow,Julia Lee and Her Boy Friends,1947.0,rnb
TRUE,Paul Gayten,1947.0,rnb
Kidney Stew Blues,Eddie Vinson and His Orchestra,1947.0,rnb
King Size Papa,Julia Lee and Her Boy Friends,1948.0,rnb
Tomorrow Night,Lonnie Johnson,1948.0,rnb
You're All I Want for Christmas,Frankie Laine,1948.0,rnb
I Love You Yes I Do,Bull Moose Jackson,1948.0,rnb
A Little Bird Told Me,Blue Lu Barker,1948.0,rnb
I Can't Go On without You,Bull Moose Jackson,1948.0,rnb
Pretty Mama Blues,Ivory Joe Hunter,1948.0,rnb
Run Joe,Louis Jordan,1948.0,rnb
Long Gone (Parts I & II),Sonny Thompson,1948.0,rnb
Nature Boy,Nat King Cole,1948.0,rnb
Chicken-Shack Boogie,Amos Milburn,1948.0,rnb
Corn Bread,Hal Singer Sextette,1948.0,rnb
The Christmas Song (Merry Christmas to You),The King Cole Trio,1948.0,rnb
Messin' Around,Memphis Slim and His House Rockers,1948.0,rnb
My Heart Belongs to You,Arbee Stidham,1948.0,rnb
Bewildered,Amos Milburn,1948.0,rnb
Blues After Hours,Pee Wee Crayton and His Guitar,1948.0,rnb
Long About Midnight,Roy Brown,1948.0,rnb
Late Freight,Sonny Thompson,1948.0,rnb
I Can't Give You Anything but Love,Rose Murphy,1948.0,rnb
Am I Asking Too Much,Dinah Washington,1948.0,rnb
Barnyard Boogie,Louis Jordan,1948.0,rnb
Fine Brown Frame,Nellie Lutcher and Her Rhythm,1948.0,rnb
Pleasing You (As Long as I Live),Lonnie Johnson,1948.0,rnb
My Fault,Brownie McGhee,1948.0,rnb
"We're Gonna Rock, We're Gonna Roll",Wild Bill Moore,1948.0,rnb
Wrapped Up in a Dream,Do Ray and Me,1948.0,rnb
Trees,Al Hibbler,1948.0,rnb
All My Love Belongs to You,Bull Moose Jackson,1948.0,rnb
"Hop, Skip, and Jump",Roy Milton and His Solid Senders,1948.0,rnb
The Song Is Ended (But the Melody Lingers On),Nellie Lutcher and Her Rhythm,1948.0,rnb
What Have I Done?,Hadda Brooks Trio,1948.0,rnb
My Happiness,Ella Fitzgerald,1948.0,rnb
"Reet, Petite and Gone",Louis Jordan,1948.0,rnb
Ebony Rhapsody,Rosetta Howard,1948.0,rnb
Fore Day in the Morning,Roy Brown,1948.0,rnb
It's Too Soon to Know,Dinah Washington,1948.0,rnb
Don't Burn the Candle at Both Ends,Louis Jordan,1948.0,rnb
More Than You Know,Johnny Moore's Three Blazers,1948.0,rnb
Send for Me If You Need Me,The Ravens,1948.0,rnb
Write Me a Letter,The Ravens,1948.0,rnb
Sweet Georgia Brown,Brother Bones and His Shadows,1948.0,rnb
It's Too Soon to Know,The Orioles,1948.0,rnb
Everything I Do Is Wrong,Roy Milton and His Solid Senders,1948.0,rnb
I Want a Bowlegged Woman,Bull Moose Jackson,1948.0,rnb
Call It Stormy Monday (But Tuesday Is Just as Bad),T-Bone Walker,1948.0,rnb
Blues for the Red Boy,Todd Rhodes Orchestra,1948.0,rnb
Texas Hop,Pee Wee Crayton and His Guitar,1948.0,rnb
That's What I Like,Julia Lee and Her Boy Friends,1948.0,rnb
"Come and Get it, Honey",Nellie Lutcher and Her Rhythm,1948.0,rnb
Pettin' and Pokin',Louis Jordan,1948.0,rnb
Three O'Clock Blues,Lowell Fulson,1948.0,rnb
Elevator Boogie,Mabel Scott,1948.0,rnb
Good Rockin' Tonight,Wynonie Harris,1948.0,rnb
Ain't Misbehavin',Dinah Washington,1948.0,rnb
"Another Day,- Another Dollar",Cecil Gant Trio,1948.0,rnb
"Up Above My Head, I Hear Music in the Air",Sister Rosetta Tharpe and Marie Knight,1948.0,rnb
X-Temperaneous Boogie,Camille Howard and Her Trio,1948.0,rnb
Tear Drop Blues,Jimmy Liggins,1948.0,rnb
"It Took a Long, Long Time",Amos Milburn,1948.0,rnb
Thirty-Five Thirty,Paul Williams,1948.0,rnb
Time Out for Tears,Savannah Churchill,1948.0,rnb
The Darktown Strutters' Ball,Joe Liggins and His Honeydrippers,1948.0,rnb
Freedom Train Blues,Little Son Jackson,1948.0,rnb
Cool Water,Nellie Lutcher and Her Rhythm,1948.0,rnb
West Side Baby,Dinah Washington,1948.0,rnb
Recess in Heaven,Dan Grissom,1948.0,rnb
Lollipop Mama,Wynonie Harris,1948.0,rnb
What'll I Do,The King Cole Trio,1948.0,rnb
Don't Fall in Love with Me,Ivory Joe Hunter,1948.0,rnb
"Merry Christmas, Baby",Johnny Moore's Three Blazers,1948.0,rnb
Milky White Way,The Trumpeteers,1948.0,rnb
Daddy-O,Louis Jordan,1948.0,rnb
Silent Night,The Ravens,1948.0,rnb
(It's Gonna Be a) Lonely Christmas,The Orioles,1948.0,rnb
I'm Waiting for Your Call,T-Bone Walker,1948.0,rnb
Keep a Dollar in Your Pocket,Roy Milton and His Solid Senders,1948.0,rnb
Those Things Money Can't Buy,The King Cole Trio,1948.0,rnb
"Tell Me, Daddy",Julia Lee and Her Boy Friends,1948.0,rnb
You Were Only Fooling (While I Was Falling in Love),The Ink Spots,1948.0,rnb
What Did You Do to Me,Ivory Joe Hunter,1948.0,rnb
Out of the Blue,Hadda Brooks Trio,1948.0,rnb
That's Your Last Boogie,Joe Swift with Johnny Otis & His Orchestra,1948.0,rnb
Roll 'Em,Joe Liggins and His Honeydrippers,1948.0,rnb
Temptation,Earl Bostic & His Orchestra,1948.0,rnb
Do You or Don't You Love Me?,Nellie Lutcher and Her Rhythm,1948.0,rnb
Go Long,The Dixieaires,1948.0,rnb
Groovy Movie Blues,Johnny Moore's Three Blazers,1948.0,rnb
Bye Bye Baby Blues,The Ravens,1948.0,rnb
You Sure Look Good To Me,Big Three Trio,1948.0,rnb
How Long Must I Wait for You,Louis Jordan,1948.0,rnb
Long Tall Mama,Smokey Hogg,1948.0,rnb
Dripper's Blues,Joe Liggins and His Honeydrippers,1948.0,rnb
Shuffle Woogie,Joe Lutcher's Jump Band,1948.0,rnb
Sneaky Pete,Bull Moose Jackson & His Buffalo Bearcats,1948.0,rnb
Cecilia,Rose Murphy,1948.0,rnb
Long Skirt Baby Blues,T-Bone Walker,1948.0,rnb
Manana (Is Soon Enough For Me),Mills Brothers,1948.0,rnb
Ol' Man River,The Ravens,1948.0,rnb
S-H-I-N-E,The Mills Brothers,1948.0,rnb
Saturday Night Fish Fry (Parts I & II),Louis Jordan & His Tympany Five,1949.0,rnb
Trouble Blues,Charles Brown,1949.0,rnb
For You My Love,Larry Darnell,1949.0,rnb
Roomin' House Boogie,Amos Milburn,1949.0,rnb
Tell Me So,The Orioles,1949.0,rnb
All She Wants to Do is Rock,Wynonie Harris,1949.0,rnb
Baby Get Lost,Dinah Washington,1949.0,rnb
The Deacon's Hop,Big Jay McNeely's Blue Jays,1949.0,rnb
Boogie Chillen',John Lee Hooker,1949.0,rnb
Ain't Nobody's Business (Parts 1 & 2),Jimmy Witherspoon,1949.0,rnb
Beans and Corn Bread,Louis Jordan,1949.0,rnb
Wrapped Up In A Dream,"Do, Ray And Me",1949.0,rnb
Rockin' at Midnight,Roy Brown,1949.0,rnb
Sneakin' Around,Rudy Render,1949.0,rnb
Trees,Al Hibbler,1949.0,rnb
Broken Hearted,Eddie Williams and His Brown Buddies,1949.0,rnb
Why Don't You Haul Off and Love Me,Bull Moose Jackson,1949.0,rnb
Hold Me Baby,Amos Milburn,1949.0,rnb
Guess Who,Ivory Joe Hunter,1949.0,rnb
Jealous Heart,Ivory Joe Hunter,1949.0,rnb
Blue and Lonesome,Memphis Slim and His House Rockers,1949.0,rnb
Confession Blues,Ray Charles,1949.0,rnb
Drinkin' Wine Spo-Dee-O-Dee,Stick McGhee and His Buddies,1949.0,rnb
Bewildered,Billy Eckstine,1949.0,rnb
I'll Get Along Somehow (Part One and Two),Larry Darnell,1949.0,rnb
"Let's Make Christmas Merry, Baby",Amos Milburn,1949.0,rnb
I Didn't Like It the First Time (The Spinach Song),Julia Lee and Her Boy Friends,1949.0,rnb
Pot Likker,Todd Rhodes Orchestra,1949.0,rnb
It's Midnight (No Place to Go),Little Willie Littlefield,1949.0,rnb
Boogie at Midnight,Roy Brown,1949.0,rnb
In the Middle of the Night,Amos Milburn,1949.0,rnb
Long John Blues,Dinah Washington,1949.0,rnb
I'll Always Be in Love with You,The X-Rays,1949.0,rnb
Blues for My Baby,Billy Wright,1949.0,rnb
Blues For The Red Lady,Todd Rhodes Orchestra,1949.0,rnb
"Baby, It's Cold Outside",Louis Jordan and Ella Fitzgerald,1949.0,rnb
Don't Put Me Down,Jimmy Liggins & His Drops Of Joy,1949.0,rnb
Numbers Boogie,Sugar Chile Robinson,1949.0,rnb
So Long,Ruth Brown,1949.0,rnb
Close Your Eyes,Herb Lance and the Classics,1949.0,rnb
In the Evening When the Sun Goes Down,Charles Brown,1949.0,rnb
Empty Arms Blues,Amos Milburn,1949.0,rnb
D'Natural Blues,Lucky Millinder and His Orchestra,1949.0,rnb
Hucklebuck Daddy,Jimmy Preston and His Prestonians,1949.0,rnb
No Rollin' Blues,Jimmy Witherspoon,1949.0,rnb
A Little Bird Told Me,Blue Lu Barker,1949.0,rnb
Get Yourself Another Fool,Charles Brown,1949.0,rnb
Doby's Boogie,Freddie Mitchell and His Orchestra,1949.0,rnb
