title,artist,year,genre
Wake Up Little Susie,The Everly Brothers,1957.0,pop
Young Love,Tab Hunter,1957.0,pop
April Love,Pat Boone,1957.0,pop
I'm Walkin',Fats Domino,1957.0,pop
All the Way,Frank Sinatra,1957.0,pop
It's Not For Me to Say,Johnny Mathis,1957.0,pop
Chances Are,Johnny Mathis,1957.0,pop
Don't Forbid Me,Pat Boone,1957.0,pop
Searchin',The Coasters,1957.0,pop
Butterfly,Andy Williams,1957.0,pop
Come Go With Me,The Del Vikings,1957.0,pop
School Day (Ring! Ring! Goes The Bell),Chuck Berry,1957.0,pop
Love is Strange,Mickey & Sylvia,1957.0,pop
Island in the Sun,Harry Belafonte,1957.0,pop
My Special Angel,Bobby Helms,1957.0,pop
Raunchy,Bill Justis,1957.0,pop
The Girl Can't Help It,Little Richard,1957.0,pop
Honeycomb,Jimmie Rodgers,1957.0,pop
Rock 'n' Roll Music,Chuck Berry,1957.0,pop
"Cindy, Oh Cindy",Margot Eskens,1957.0,pop
Mary's Boy Child,Harry Belafonte,1957.0,pop
Wonderful Wonderful,Johnny Mathis,1957.0,pop
With All My Heart,Jodie Sands,1957.0,pop
Silhouettes,The Rays,1957.0,pop
So Rare,Jimmy Dorsey,1957.0,pop
Party Doll,Buddy Knox,1957.0,pop
Singing The Blues,Tommy Steele,1957.0,pop
The Stroll,The Diamonds,1957.0,pop
Lucille,Little Richard,1957.0,pop
Mr Lee,The Bobbettes,1957.0,pop
Yes Tonight Josephine,Johnnie Ray,1957.0,pop
Round & Round,Perry Como,1957.0,pop
Young Blood,The Coasters,1957.0,pop
Butterfly,Charlie Gracie,1957.0,pop
Keep a Knockin',Little Richard,1957.0,pop
Bambino (Guaglione),Dalida,1957.0,pop
Too Much,Elvis Presley,1957.0,pop
Bernardine,Pat Boone,1957.0,pop
Net als toen,Corry Brokken,1957.0,pop
Fascination,Jane Morgan,1957.0,pop
Got My Mojo Working,Muddy Waters,1957.0,pop
A White Sport Coat (and A Pink Carnation),Marty Robbins,1957.0,pop
Be-Bop Baby,Ricky Nelson,1957.0,pop
Till,Roger Williams,1957.0,pop
Send For Me,Nat King Cole,1957.0,pop
Bony Moronie,Larry Williams,1957.0,pop
Little Bitty Pretty One,Thurston Harris,1957.0,pop
Oh Boy,The Crickets,1957.0,pop
Little Darlin',The Gladiolas,1957.0,pop
Walkin' After Midnight,Patsy Cline,1957.0,pop
The Twelfth of Never,Johnny Mathis,1957.0,pop
Around The World (In Eighty Days),Bing Crosby,1957.0,pop
Siebenmal in der Woche,Vico Torriani,1957.0,pop
Heimatlos,Freddy Quinn,1957.0,pop
Der lachende Vagabund,Fred Bertelmann,1957.0,pop
Wo meine Sonne scheint,Caterina Valente,1957.0,pop
Short Fat Fannie,Larry Williams,1957.0,pop
Kisses Sweeter Than Wine,Jimmie Rodgers,1957.0,pop
Ik sta op wacht,Bobbejaan Schoepen,1957.0,pop
Oh Billy Boy,Club Argentinia,1957.0,pop
Tu N'as Pas Tres Bon Caractere,Dalida,1957.0,pop
Kohlerliesel,Die Heimatsanger,1957.0,pop
Sei Zufrieden mit dem Heute,Lukas-Trio,1957.0,pop
With All My Heart,Jo Leemans,1957.0,pop
Banana Boat Song,Freddy Quinn,1957.0,pop
With All My Heart,Nelly Wijsbek,1957.0,pop
"Cindy, Oh Cindy",Wolfgang Sauer,1957.0,pop
Mocinho Bonito,Doris Monteiro,1957.0,pop
Ik sta op wacht,Joop De Kneght,1957.0,pop
Susie Q,Dale Hawkins,1957.0,pop
Goody Goody,Frankie Lymon & The Teenagers,1957.0,pop
Melodie D'Amour (Melody Of Love),The Ames Brothers,1957.0,pop
CC Rider,Chuck Willis,1957.0,pop
Marianne,Terry Gilkyson & The Easy Riders,1957.0,pop
Jenny Jenny,Little Richard,1957.0,pop
I Love You Baby,Paul Anka,1957.0,pop
"Happy, Happy Birthday Baby",Tune Weavers,1957.0,pop
Rock-A-Billy,Guy Mitchell,1957.0,pop
I'm Sorry,The Platters,1957.0,pop
Alone,Petula Clark,1957.0,pop
Wild is the Wind,Johnny Mathis,1957.0,pop
Teardrops,Lee Andrews & The Hearts,1957.0,pop
An Affair to Remember,Vic Damone,1957.0,pop
With All My Heart,Petula Clark,1957.0,pop
Jingle Bell Rock,Bobby Helms,1957.0,pop
Tom Dooley,The Kingston Trio,1958.0,pop
Volare,Domenico Modugno,1958.0,pop
When,The Kalin Twins,1958.0,pop
Tequila,Champs,1958.0,pop
Johnny B Goode,Chuck Berry,1958.0,pop
Bird Dog,The Everly Brothers,1958.0,pop
All I Have to Do is Dream,The Everly Brothers,1958.0,pop
Patricia,Perez Prado,1958.0,pop
It's Only Make Believe,Conway Twitty,1958.0,pop
It's All in the Game,Tommy Edwards,1958.0,pop
Sail Along Silvery Moon,Billy Vaughn,1958.0,pop
Who's Sorry Now?,Connie Francis,1958.0,pop
Summertime Blues,Eddie Cochran,1958.0,pop
Twilight Time,The Platters,1958.0,pop
Yakety Yak,The Coasters,1958.0,pop
One Night,Elvis Presley,1958.0,pop
March From The River Kwai,Mitch Miller,1958.0,pop
La Bamba,Ritchie Valens,1958.0,pop
Fever,Peggy Lee,1958.0,pop
Buona Sera,Louis Prima,1958.0,pop
Catch a Falling Star,Perry Como,1958.0,pop
Return to Me,Dean Martin,1958.0,pop
Sweet Little Sixteen,Chuck Berry,1958.0,pop
Don't,Elvis Presley,1958.0,pop
Witch Doctor,David Seville & The Chipmunks,1958.0,pop
I Got Stung,Elvis Presley,1958.0,pop
Little Star,Elegants,1958.0,pop
La Paloma,Billy Vaughn,1958.0,pop
Get a Job,The Silhouettes,1958.0,pop
Hard Headed Woman,Elvis Presley,1958.0,pop
More Than Ever (Coma Prima),Marino Marini & his Quartet,1958.0,pop
Chantilly Lace,Big Bopper,1958.0,pop
You Are My Destiny,Paul Anka,1958.0,pop
Volare,Dean Martin,1958.0,pop
To Know Him is to Love Him,The Teddy Bears,1958.0,pop
Tears On My Pillow,The Imperials,1958.0,pop
Rumble,Link Wray,1958.0,pop
Lonely Teardrops,Jackie Wilson,1958.0,pop
Poor Little Fool,Ricky Nelson,1958.0,pop
Lollipop,The Chordettes,1958.0,pop
Mandolins in the Moonlight,Perry Como,1958.0,pop
Rockin' Robin,Bobby Day,1958.0,pop
King Creole,Elvis Presley,1958.0,pop
Come Prima,Dalida,1958.0,pop
Wear My Ring Around Your Neck,Elvis Presley,1958.0,pop
Good Golly Miss Molly,Little Richard,1958.0,pop
C'Mon Everybody,Eddie Cochran,1958.0,pop
Stood Up,Ricky Nelson,1958.0,pop
I Wonder Why,Dion & The Belmonts,1958.0,pop
Magic Moments,Perry Como,1958.0,pop
Rebel Rouser,Duane Eddy,1958.0,pop
He's Got the Whole World in His Hands,Laurie London,1958.0,pop
A Certain Smile,Johnny Mathis,1958.0,pop
Come Prima,Tony Dallara,1958.0,pop
Do You Want to Dance?,Bobby Freeman,1958.0,pop
Purple People Eater,Sheb Wooley,1958.0,pop
Carolina Moon,Connie Francis,1958.0,pop
My True Love,Jack Scott,1958.0,pop
Rave On,Buddy Holly,1958.0,pop
The End,Earl Grant,1958.0,pop
Splish Splash,Bobby Darin,1958.0,pop
Stupid Cupid,Connie Francis,1958.0,pop
Book of Love,The Monotones,1958.0,pop
Susie Darlin',Robin Luke,1958.0,pop
Maybe,The Chantels,1958.0,pop
The Chipmunk Song (Christmas Don't Be Late),David Seville & The Chipmunks,1958.0,pop
Crazy Love,Paul Anka,1958.0,pop
The Day the Rains Came,Jane Morgan,1958.0,pop
Tea For Two,Tommy Dorsey,1958.0,pop
Eso Es El Amor,Chakachas,1958.0,pop
For Your Precious Love,Jerry Butler,1958.0,pop
Devoted to you,The Everly Brothers,1958.0,pop
Breathless,Jerry Lee Lewis,1958.0,pop
The Hula Hoop Song,Georgia Gibbs,1958.0,pop
Move It,Cliff Richard,1958.0,pop
Blue Hawaii,Billy Vaughn,1958.0,pop
Come Closer To Me,Nat King Cole,1958.0,pop
Maybe Baby,Buddy Holly,1958.0,pop
Sugartime,McGuire Sisters,1958.0,pop
Problems,The Everly Brothers,1958.0,pop
Queen of the Hop,Bobby Darin,1958.0,pop
Born Too Late,Poni-Tails,1958.0,pop
To Be Loved,Jackie Wilson,1958.0,pop
Baby Lover,Petula Clark,1958.0,pop
A Lover's Question,Clyde McPhatter,1958.0,pop
Rock 'n' Roll is Here to Stay,Danny & The Juniors,1958.0,pop
Hoots Mon,Lord Rockingham's XI,1958.0,pop
Willie & the Hand Jive,Johnny Otis,1958.0,pop
One for My Baby (And One More for the Road),Frank Sinatra,1958.0,pop
The Story of My Life,Michael Holliday,1958.0,pop
Melodie D'amour,Edmundo Ros,1958.0,pop
Big Man,Four Preps,1958.0,pop
I Cried A Tear,LaVern Baker,1958.0,pop
Sugar Moon,Pat Boone,1958.0,pop
Little Darling,Lana Bittencourt,1958.0,pop
Non dimenticar (T'ho voluto ben),Nat King Cole,1958.0,pop
Short Shorts,Royal Teens,1958.0,pop
Peter Gunn Theme,Henry Mancini,1958.0,pop
Guaglione,Perez Prado,1958.0,pop
Ma Ma Ma Marie,The Gaylords,1958.0,pop
Mack the Knife,Bobby Darin,1959.0,pop
Smoke Gets in Your Eyes,The Platters,1959.0,pop
(Now & then There's) A Fool Such As I,Elvis Presley,1959.0,pop
Battle of New Orleans,Johnny Horton,1959.0,pop
Venus,Frankie Avalon,1959.0,pop
Lonely Boy,Paul Anka,1959.0,pop
Dream Lover,Bobby Darin,1959.0,pop
Living Doll,Cliff Richard,1959.0,pop
(You've Got) Personality,Lloyd Price,1959.0,pop
Oh Carol,Neil Sedaka,1959.0,pop
Petite Fleur (Little Flower),Chris Barber's Jazz Band,1959.0,pop
The Three Bells (Les Trois Cloches),The Browns,1959.0,pop
What'd I Say,Ray Charles,1959.0,pop
Only Sixteen,Craig Douglas,1959.0,pop
Red River Rock,Johnny & The Hurricanes,1959.0,pop
Kansas City,Wilbert Harrison,1959.0,pop
Stagger Lee,Lloyd Price,1959.0,pop
Put Your Head On My Shoulder,Paul Anka,1959.0,pop
What Do You Want to Make Those Eyes At Me For?,Emile Ford & The Checkmates,1959.0,pop
A Big Hunk O' Love,Elvis Presley,1959.0,pop
Donna,Ritchie Valens,1959.0,pop
I Only Have Eyes For You,The Flamingos,1959.0,pop
There goes my baby,The Drifters,1959.0,pop
Mr Blue,The Fleetwoods,1959.0,pop
Piove (Ciao ciao bambina),Domenico Modugno,1959.0,pop
I Need Your Love Tonight,Elvis Presley,1959.0,pop
Heartaches By the Number,Guy Mitchell,1959.0,pop
Charlie Brown,The Coasters,1959.0,pop
Travellin' Light,Cliff Richard,1959.0,pop
El Paso,Marty Robbins,1959.0,pop
Morgen,Ivo Robic,1959.0,pop
My Happiness,Connie Francis,1959.0,pop
Sleep Walk,Santo & Johnny,1959.0,pop
('til) I Kissed You,The Everly Brothers,1959.0,pop
Come Softly to Me,The Fleetwoods,1959.0,pop
A Teenager in Love,Dion & The Belmonts,1959.0,pop
It Doesn't Matter Anymore,Buddy Holly,1959.0,pop
Mona Lisa,Conway Twitty,1959.0,pop
Unter fremden Sternen,Freddy Quinn,1959.0,pop
Die Gitarre Und Das Meer,Freddy Quinn,1959.0,pop
Only Sixteen,Sam Cooke,1959.0,pop
Sea of Love,Phil Phillips,1959.0,pop
Lipstick On Your Collar,Connie Francis,1959.0,pop
Arrivederci,Marino Barreto jr,1959.0,pop
Forever,Joe Damiano,1959.0,pop
Since I Don't Have You,Skyliners,1959.0,pop
Danny Boy (Londonderry Air),Conway Twitty,1959.0,pop
It's Just a Matter of Time,Brook Benton,1959.0,pop
Souvenirs,Bill Ramsey,1959.0,pop
Sea Cruise,Frankie Ford,1959.0,pop
Baby Face,Little Richard,1959.0,pop
Waterloo,Stonewall Jackson,1959.0,pop
Tiger,Fabian,1959.0,pop
Sorry (I Ran All the Way Home),Impalas,1959.0,pop
I'll Never Fall in Love Again,Johnnie Ray,1959.0,pop
Roulette,Russ Conway,1959.0,pop
16 Candles,The Crests,1959.0,pop
Shout,The Isley Brothers,1959.0,pop
Teen Beat,Sandy Nelson,1959.0,pop
High Hopes,Frank Sinatra,1959.0,pop
The Happy Organ,Dave 'Baby' Cortez,1959.0,pop
Never Be Anyone Else But You,Ricky Nelson,1959.0,pop
Broken Hearted Melody,Sarah Vaughan,1959.0,pop
Poison Ivy,The Coasters,1959.0,pop
What a Difference a Day Makes,Dinah Washington,1959.0,pop
Misty,Johnny Mathis,1959.0,pop
You Got What it Takes,Marv Johnson,1959.0,pop
Seven Little Girls Sitting in the Back Seat,Paul Evans,1959.0,pop
Petite Fleur (Little Flower),Sidney Bechet,1959.0,pop
Side Saddle,Russ Conway,1959.0,pop
Here Comes the Summer,Jerry Keller,1959.0,pop
Be My Guest,Fats Domino,1959.0,pop
Love Potion Number Nine,The Clovers,1959.0,pop
Deck of Cards,Wink Martindale,1959.0,pop
(All of a Sudden) My Heart Sings,Paul Anka,1959.0,pop
I'm Gonna Get Married,Lloyd Price,1959.0,pop
De Guello,Nelson Riddle,1959.0,pop
Il Tuo bacio e come un rock,Adriano Celentano,1959.0,pop
Pink Shoe Laces,Dodie Stevens,1959.0,pop
Io,Domenico Modugno,1959.0,pop
Lavender Blue,Sammy Turner,1959.0,pop
Julia,Johnny Dorelli,1959.0,pop
Notte lunga notte,Domenico Modugno,1959.0,pop
"Sweetheart, My Darling, Mijn Schat",Caterina Valente,1959.0,pop
Morgen,Billy Vaughn,1959.0,pop
Een Beetje Meer,Teddy Scholten,1959.0,pop
It's Late,Ricky Nelson,1959.0,pop
I Want to Walk You Home,Fats Domino,1959.0,pop
Manhattan Spiritual,Reg Owen Orchestra,1959.0,pop
Don't You Know,Della Reese,1959.0,pop
Tell Him No,Travis & Bob,1959.0,pop
I'll Remember Tonight,Pat Boone,1959.0,pop
You're So Fine,The Falcons,1959.0,pop
Gotta Travel On,Billy Grammer,1959.0,pop
Hushabye,The Mystics,1959.0,pop
Along Came Jones,The Coasters,1959.0,pop
"I Loves You, Porgy",Nina Simone,1959.0,pop
Back in the USA,Chuck Berry,1959.0,pop
Endlessly,Brook Benton,1959.0,pop
Makin' Love,Floyd Robinson,1959.0,pop
Are You Lonesome Tonight?,Elvis Presley,1960.0,pop
It's Now Or Never,Elvis Presley,1960.0,pop
Marina,Rocco Granata,1960.0,pop
The Twist,Chubby Checker,1960.0,pop
Theme From 'A Summer Place',Percy Faith,1960.0,pop
Cathy's Clown,The Everly Brothers,1960.0,pop
Save the Last Dance For Me,The Drifters,1960.0,pop
Wonderful World,Sam Cooke,1960.0,pop
Only The Lonely (Know The Way I Feel),Roy Orbison,1960.0,pop
Stuck On You,Elvis Presley,1960.0,pop
I'm Sorry,Brenda Lee,1960.0,pop
He'll Have to Go,Jim Reeves,1960.0,pop
Georgia On My Mind,Ray Charles,1960.0,pop
Will You Love Me Tomorrow,The Shirelles,1960.0,pop
Milord,Edith Piaf,1960.0,pop
Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini,Brian Hyland,1960.0,pop
Running Bear,Johnny Preston,1960.0,pop
Everybody's Somebody's Fool,Connie Francis,1960.0,pop
Walk Don't Run,The Ventures,1960.0,pop
Apache,The Shadows,1960.0,pop
Ramona,Blue Diamonds,1960.0,pop
Poetry in Motion,Johnny Tillotson,1960.0,pop
Good Timin',Jimmy Jones,1960.0,pop
Puppy Love,Paul Anka,1960.0,pop
Shop Around,Smokey Robinson & The Miracles,1960.0,pop
Stay,Maurice Williams & The Zodiacs,1960.0,pop
Banjo Boy,Jan & Kjeld,1960.0,pop
"Seemann, deine Heimat ist das Meer",Lolita,1960.0,pop
Please Don't Tease,Cliff Richard,1960.0,pop
A Mess of Blues,Elvis Presley,1960.0,pop
Greenfields,Brothers Four,1960.0,pop
Why?,Frankie Avalon,1960.0,pop
Mustapha,Bob Azzam,1960.0,pop
Alley-oop,Hollywood Argyles,1960.0,pop
Because They're Young,Duane Eddy,1960.0,pop
Walking to New Orleans,Fats Domino,1960.0,pop
Teen Angel,Mark Dinning,1960.0,pop
My Home Town,Paul Anka,1960.0,pop
Chain Gang,Sam Cooke,1960.0,pop
Last Date,Floyd Cramer,1960.0,pop
The Wild One,Bobby Rydell,1960.0,pop
Ein Schiff wird kommen,Lale Andersen,1960.0,pop
"You're Sixteen, You're Beautiful (And You're Mine)",Johnny Burnette,1960.0,pop
Wir wollen niemals auseinandergehn,Heidi Bruhl,1960.0,pop
Where Or When,Dion & The Belmonts,1960.0,pop
Volare,Bobby Rydell,1960.0,pop
Swingin' School,Bobby Rydell,1960.0,pop
Moonlight,Ted Herold,1960.0,pop
Sweet Nothin's,Brenda Lee,1960.0,pop
Itsy Bitsy Teeny Weeny Honolulu Strandbikini,Club Honolulu,1960.0,pop
Three Steps to Heaven,Eddie Cochran,1960.0,pop
Jealous of you (Tango della gelosia),Connie Francis,1960.0,pop
"Please Help Me, I'm Falling",Hank Locklin,1960.0,pop
North to Alaska,Johnny Horton,1960.0,pop
Beyond The Sea (La Mer),Bobby Darin,1960.0,pop
My Heart Has a Mind of It's Own,Connie Francis,1960.0,pop
What in the World's Come Over You,Jack Scott,1960.0,pop
Let's Think About Living,Bob Luman,1960.0,pop
Money (That's What I Want),Barrett Strong,1960.0,pop
Cradle of Love,Johnny Preston,1960.0,pop
It's Time to Cry,Paul Anka,1960.0,pop
Never On Sunday,Don Costa,1960.0,pop
Finger Poppin' Time,Hank Ballard & The Midnighters,1960.0,pop
Way Down Yonder in New Orleans,Freddy Cannon,1960.0,pop
Mule Skinner Blues,Fendermen,1960.0,pop
My Old Man's a Dustman (Ballad of a Refuse Disposal Officer),Lonnie Donegan,1960.0,pop
Mama,Connie Francis,1960.0,pop
Kalkutta liegt am Ganges (Madeleine),Vico Torriani,1960.0,pop
Tell Laura I Love Her,Ricky Valance,1960.0,pop
Il Cielo In Una Stanza,Mina,1960.0,pop
Tell Laura I Love Her,Ray Peterson,1960.0,pop
You Talk Too Much,Joe Jones,1960.0,pop
When Will I Be Loved?,The Everly Brothers,1960.0,pop
So Sad (To Watch Good Love Go Bad),The Everly Brothers,1960.0,pop
Theme from 'The Apartment',Ferrante & Teicher,1960.0,pop
Handy Man,Jimmy Jones,1960.0,pop
Die Liebe ist ein seltsames Spiel,Connie Francis,1960.0,pop
Devil Or Angel,Bobby Vee,1960.0,pop
New Orleans,Gary US Bonds,1960.0,pop
Adam & Eve,Paul Anka,1960.0,pop
Les enfants du piree (Never On Sunday),Melina Mercouri,1960.0,pop
Look For a Star,Garry Mills,1960.0,pop
Harbour Lights,The Platters,1960.0,pop
I Love You,Cliff Richard,1960.0,pop
"Let's Go, Let's Go, Let's Go",Hank Ballard & The Midnighters,1960.0,pop
I Want To Be Wanted (Per Tutta La Vita),Brenda Lee,1960.0,pop
Angel Baby,Rosie & The Originals,1960.0,pop
Il Nostro concerto,Umberto Bindi,1960.0,pop
Burning Bridges,Jack Scott,1960.0,pop
Tom Pillibi,Jacqueline Boyer,1960.0,pop
Lonely Teenager,Dion,1960.0,pop
Baby (You've Got What it Takes),Brook Benton & Dinah Washington,1960.0,pop
My Girl Josephine,Fats Domino,1960.0,pop
Les enfants du piree (Never On Sunday),Dalida,1960.0,pop
Beatnik Fly,Johnny & The Hurricanes,1960.0,pop
Paper Roses,Anita Bryant,1960.0,pop
This Magic Moment,The Drifters,1960.0,pop
Mr Custer,Larry Verne,1960.0,pop
Kiddio,Brook Benton,1960.0,pop
Sway,Bobby Rydell,1960.0,pop
Let's Twist Again,Chubby Checker,1961.0,pop
Stand By Me,Ben E King,1961.0,pop
Surrender,Elvis Presley,1961.0,pop
Runaway,Del Shannon,1961.0,pop
Hello Mary Lou,Ricky Nelson,1961.0,pop
Wooden Heart,Elvis Presley,1961.0,pop
Blue Moon,The Marcels,1961.0,pop
Michael Row the Boat,Highwaymen,1961.0,pop
Crying,Roy Orbison,1961.0,pop
Runaround Sue,Dion,1961.0,pop
"Hit the Road, Jack",Ray Charles,1961.0,pop
Mexico,Bob Moore,1961.0,pop
Little Sister,Elvis Presley,1961.0,pop
Baby Sittin' Boogie,Buzz Clifford,1961.0,pop
"Wheels (Vier Schimmel, ein Wagen)",Billy Vaughn,1961.0,pop
(Marie's the Name) His Latest Flame,Elvis Presley,1961.0,pop
Crazy,Patsy Cline,1961.0,pop
Big Bad John,Jimmy Dean,1961.0,pop
Moon River,Henry Mancini,1961.0,pop
Wonderland By Night,Bert Kaempfert & his Orchestra,1961.0,pop
Pepito,Los Machucambos,1961.0,pop
Tossing & Turning,Bobby Lewis,1961.0,pop
Walkin' Back to Happiness,Helen Shapiro,1961.0,pop
The Lion Sleeps Tonight,The Tokens,1961.0,pop
Travellin' Man,Ricky Nelson,1961.0,pop
Please Mr Postman,The Marvelettes,1961.0,pop
Take Five,Dave Brubeck,1961.0,pop
Running Scared,Roy Orbison,1961.0,pop
Wheels,String-A-Longs,1961.0,pop
Take Good Care of My Baby,Bobby Vee,1961.0,pop
Walk Right Back,The Everly Brothers,1961.0,pop
At Last,Etta James,1961.0,pop
Where the Boys Are,Connie Francis,1961.0,pop
I Fall to Pieces,Patsy Cline,1961.0,pop
Quarter to Three,Gary US Bonds,1961.0,pop
You Don't Know,Helen Shapiro,1961.0,pop
Calcutta,Lawrence Welk,1961.0,pop
I Don't Know Why (But I Do),Clarence 'Frogman' Henry,1961.0,pop
Pony Time,Chubby Checker,1961.0,pop
I'm Gonna Knock On Your Door,Eddie Hodges,1961.0,pop
Johnny Will,Pat Boone,1961.0,pop
Spanish Harlem,Ben E King,1961.0,pop
La Paloma,Freddy Quinn,1961.0,pop
Are You Sure?,The Allisons,1961.0,pop
Raindrops,Dee Clark,1961.0,pop
Mother-In-Law,Ernie K-Doe,1961.0,pop
Theme From 'Exodus',Ferrante & Teicher,1961.0,pop
"Non, je ne regrette rien",Edith Piaf,1961.0,pop
Daddy's Home,Shep & the Limelites,1961.0,pop
Moody River,Pat Boone,1961.0,pop
Calendar Girl,Neil Sedaka,1961.0,pop
Hurt,Timi Yuro,1961.0,pop
Weisse Rosen aus Athen,Nana Mouskouri,1961.0,pop
Bristol Stomp,The Dovells,1961.0,pop
Romeo,Petula Clark,1961.0,pop
Hats Off to Larry,Del Shannon,1961.0,pop
Walk On By,Leroy Van Dyke,1961.0,pop
Der Mann im Mond,Gus Backus,1961.0,pop
Tower of Strength,Frankie Vaughan,1961.0,pop
La Novia,Tony Dallara,1961.0,pop
Dedicated to the One I Love,The Shirelles,1961.0,pop
Johnny Remember Me,John Leyton,1961.0,pop
Goodbye Cruel World,James Darren,1961.0,pop
Let There Be Drums,Sandy Nelson,1961.0,pop
Pretty Little Angel Eyes,Curtis Lee,1961.0,pop
There's a Moon Out Tonight,Capris,1961.0,pop
When the Girl in Your Arms is the Girl in Your Heart,Cliff Richard,1961.0,pop
Et maintenant (What now my love),Gilbert Becaud,1961.0,pop
Dum Dum,Brenda Lee,1961.0,pop
On the Rebound,Floyd Cramer,1961.0,pop
Mit 17 faengt das Leben erst an,Ivo Robic,1961.0,pop
Legata a un granello di sabbia,Nico Fidenco,1961.0,pop
Nous Les Amoureux,Jean Claude Pascal,1961.0,pop
Boll Weevil Song,Brook Benton,1961.0,pop
Baby Sittin' Boogie,Ralf Bendix,1961.0,pop
Cupid,Sam Cooke,1961.0,pop
Rubber Ball,Bobby Vee,1961.0,pop
This Time,Troy Shondell,1961.0,pop
The Mountain's High,Dick & Deedee,1961.0,pop
Who Put the Bomp (In the Bomp-A-Bomp-A-Bomp),Barry Mann,1961.0,pop
I Feel So Bad,Elvis Presley,1961.0,pop
Last Night,Mar-keys,1961.0,pop
My True Story,The Jive Five,1961.0,pop
Pepe,Duane Eddy,1961.0,pop
Pigalle,Bill Ramsey,1961.0,pop
Hello Walls,Faron Young,1961.0,pop
"Corinna, Corinna",Ray Peterson,1961.0,pop
Apache,Jorgen Ingmann,1961.0,pop
I Like it Like That,Chris Kenner,1961.0,pop
Ya Ya,Lee Dorsey,1961.0,pop
I've Told Every Little Star,Linda Scott,1961.0,pop
Run to Him,Bobby Vee,1961.0,pop
Il Mondo di Suzie Wong,Nico Fidenco,1961.0,pop
Temptation,The Everly Brothers,1961.0,pop
Barbara Ann,The Regents,1961.0,pop
Mama Said,The Shirelles,1961.0,pop
Let the Four Winds Blow,Fats Domino,1961.0,pop
Dance On Little Girl,Paul Anka,1961.0,pop
A Scottish Soldier (Green Hills of Tyrol),Andy Stewart,1961.0,pop
Ebony Eyes,The Everly Brothers,1961.0,pop
Speedy Gonzales,Pat Boone,1962.0,pop
I Can't Stop Loving You,Ray Charles,1962.0,pop
Telstar,The Tornados,1962.0,pop
Return to Sender,Elvis Presley,1962.0,pop
Good Luck Charm,Elvis Presley,1962.0,pop
Let's Dance,Chris Montez,1962.0,pop
Can't Help Falling in Love,Elvis Presley,1962.0,pop
The Loco-Motion,Little Eva,1962.0,pop
Roses Are Red,Bobby Vinton,1962.0,pop
She's Not You,Elvis Presley,1962.0,pop
Stranger On the Shore,Mr Acker Bilk,1962.0,pop
Zwei kleine Italiener,Conny Froboess,1962.0,pop
Green Onions,Booker T & the MGs,1962.0,pop
Do You Love Me?,Contours,1962.0,pop
Sheila,Tommy Roe,1962.0,pop
Breaking Up is Hard to Do,Neil Sedaka,1962.0,pop
Big Girls Don't Cry,The Four Seasons,1962.0,pop
Junge komm bald wieder,Freddy Quinn,1962.0,pop
Peppermint Twist,Joey Dee & The Starliters,1962.0,pop
The Wanderer,Dion,1962.0,pop
Sherry,The Four Seasons,1962.0,pop
Ramblin' Rose,Nat King Cole,1962.0,pop
Duke of Earl,Gene Chandler,1962.0,pop
Desafinado (Slightly Out Of Tune),Stan Getz & Charlie Byrd,1962.0,pop
The Monster Mash,Bobby 'Boris' Pickett & The Crypt-Kickers,1962.0,pop
Tous les garcons & les filles,Francoise Hardy,1962.0,pop
Limbo Rock,Chubby Checker,1962.0,pop
Chariot (I will follow him),Petula Clark,1962.0,pop
Tanze mit mir in den Morgen,Gerhard Wendland,1962.0,pop
The Young Ones,Cliff Richard,1962.0,pop
Midnight in Moscow,Kenny Ball & his Jazzmen,1962.0,pop
He's a Rebel,The Crystals,1962.0,pop
Hey Baby,Bruce Channel,1962.0,pop
Johnny Angel,Shelley Fabares,1962.0,pop
Soldier Boy,The Shirelles,1962.0,pop
Lovesick Blues,Frank Ifield,1962.0,pop
Twist & Shout,The Isley Brothers,1962.0,pop
Rock a Hula Baby,Elvis Presley,1962.0,pop
Heisser Sand,Mina,1962.0,pop
Ich schau den weissen Wolken nach,Nana Mouskouri,1962.0,pop
Sweety,Peter Kraus,1962.0,pop
I Remember You,Frank Ifield,1962.0,pop
Mashed Potato Time,Dee Dee Sharp,1962.0,pop
Sealed With a Kiss,Brian Hyland,1962.0,pop
Town Without Pity,Gene Pitney,1962.0,pop
Dream Baby (How Long Must I Dream),Roy Orbison,1962.0,pop
All Alone am I,Brenda Lee,1962.0,pop
Happy Birthday Sweet Sixteen,Neil Sedaka,1962.0,pop
Love Me Warm & Tender,Paul Anka,1962.0,pop
Multiplication,Bobby Darin,1962.0,pop
The Stripper,David Rose,1962.0,pop
You Really Got a Hold on Me,The Miracles,1962.0,pop
J'entends Siffler le Train,Richard Anthony,1962.0,pop
Norman,Sue Thompson,1962.0,pop
Stai lontana da me (Tower of strength),Adriano Celentano,1962.0,pop
Ginny Come Lately,Brian Hyland,1962.0,pop
Ya Ya,Joey Dee & The Starliters,1962.0,pop
Crying in the Rain,The Everly Brothers,1962.0,pop
(I Left My Heart in) San Francisco,Tony Bennett,1962.0,pop
Preghero (Stand by me),Adriano Celentano,1962.0,pop
Wonderful Land,The Shadows,1962.0,pop
I Know (You Don't Love Me No More),Barbara George,1962.0,pop
Slow Twistin',Chubby Checker,1962.0,pop
